Warehouse,Product,Stock Level,Reorder Level,Supplier,Last Updated,Transport Cost
WH-A,Keyboard,206.0,68,Supplier-B,2025-02-15,1509
WH-D,Keyboard,151.0,163,Supplier-A,2024-07-18,2085
WH-B,Mobile,,123,Supplier-B,2026-04-06,1755
WH-D,Tablet,207.0,209,Supplier-A,2025-11-24,2731
WH-C,Mobile,279.0,224,Supplier-A,2025-05-04,2508
WH-E,Laptop,378.0,52,Supplier-Y,2025-01-30,3463
WH-A,Keyboard,101.0,68,Supplier-A,2024-07-07,1117
WH-D,Camera,198.0,214,Supplier-X,2025-09-13,2917
WH-D,Mobile,112.0,151,Supplier-X,2026-05-03,2279
WH-D,Monitor,,137,Supplier-A,2025-12-15,2059
WH-D,Monitor,78.0,59,Supplier-A,2026-02-25,2263
WH-B,Camera,347.0,195,Supplier-Y,2026-01-30,2807
WH-E,Printer,499.0,160,Supplier-X,2024-08-08,3789
WH-B,Laptop,,244,Supplier-Y,2026-06-08,2000
WH-D,Keyboard,345.0,86,Supplier-Z,2025-10-15,2270
WH-C,Printer,172.0,165,Supplier-X,2026-01-30,2612
WH-D,Monitor,114.0,73,Supplier-Z,2025-07-21,2211
WH-C,Keyboard,121.0,157,Supplier-Y,2026-04-08,1509
WH-D,Tablet,201.0,196,Supplier-A,2026-06-03,2752
WH-A,Monitor,390.0,207,Supplier-X,2026-06-02,2094
WH-C,Mouse,97.0,87,Supplier-X,2025-02-08,1246
WH-C,Mobile,154.0,50,Supplier-A,2026-02-23,2342
WH-B,Camera,,240,Supplier-B,2026-03-13,2146
WH-D,Tablet,213.0,103,Supplier-B,2024-12-26,2786
WH-E,Laptop,436.0,127,Supplier-Z,2025-10-15,3815
WH-E,Mobile,352.0,155,Supplier-A,2026-03-15,3316
WH-C,Mouse,238.0,245,Supplier-B,2025-03-31,1985
WH-A,Tablet,239.0,191,Supplier-A,2024-12-18,2371
WH-B,Printer,165.0,226,Supplier-A,2025-11-07,2593
WH-D,Keyboard,500.0,75,Supplier-B,2024-11-25,2944
WH-A,Mobile,335.0,76,Supplier-X,2025-10-26,2209
WH-E,Mobile,277.0,58,Supplier-A,2025-01-11,3222
WH-C,Printer,134.0,191,Supplier-Y,2025-12-09,2347
WH-A,Monitor,83.0,168,Supplier-A,2026-02-07,1610
WH-D,Laptop,420.0,122,Supplier-Z,2026-01-11,3547
WH-C,Keyboard,364.0,156,Supplier-A,2026-02-17,2208
WH-A,Laptop,424.0,182,Supplier-Y,2025-11-25,3141
WH-E,Mouse,107.0,160,Supplier-Z,2025-12-11,1744
WH-E,Printer,335.0,63,Supplier-Y,2026-04-13,3565
WH-E,Printer,500.0,236,Supplier-Y,2024-10-15,3738
WH-D,Mouse,101.0,75,Supplier-B,2025-10-31,1966
WH-B,Mobile,421.0,245,Supplier-B,2024-09-14,3134
WH-C,Tablet,,56,Supplier-Z,2026-06-02,1873
WH-A,Tablet,336.0,70,Supplier-X,2025-10-31,2350
WH-D,Laptop,252.0,249,Supplier-Y,2025-11-15,2989
WH-B,Monitor,172.0,112,Supplier-Y,2024-07-31,2037
WH-D,Keyboard,,86,Supplier-X,2025-02-25,1321
WH-A,Mobile,255.0,81,Supplier-X,2026-03-05,1769
WH-B,Keyboard,478.0,69,Supplier-Z,2025-06-08,2487
WH-C,Monitor,71.0,55,Supplier-A,2024-07-26,1974
WH-A,Camera,127.0,146,Supplier-X,2025-09-24,1991
WH-D,Tablet,,95,Supplier-Y,2025-04-10,2087
WH-E,Laptop,195.0,173,Supplier-X,2026-01-20,3049
WH-E,Laptop,287.0,81,Supplier-Y,2024-10-11,3209
WH-E,Laptop,31.0,244,Supplier-B,2024-09-09,2721
WH-B,Mouse,480.0,133,Supplier-X,2026-06-07,2010
WH-B,Mobile,157.0,101,Supplier-Y,2025-02-15,1768
WH-C,Keyboard,401.0,161,Supplier-A,2025-03-11,2565
WH-D,Monitor,108.0,233,Supplier-Z,2026-02-01,2117
WH-D,Mobile,426.0,129,Supplier-B,2025-05-19,3312
WH-B,Camera,472.0,202,Supplier-A,2024-11-14,3748
WH-C,Mouse,75.0,159,Supplier-B,2024-12-03,1427
WH-E,Mouse,479.0,66,Supplier-Z,2024-10-11,2967
WH-B,Laptop,149.0,125,Supplier-B,2026-03-03,2706
WH-E,Mouse,35.0,132,Supplier-A,2025-08-23,1724
WH-B,Mouse,57.0,145,Supplier-Y,2026-05-12,961
WH-B,Mouse,24.0,52,Supplier-X,2025-04-11,939
WH-C,Monitor,310.0,109,Supplier-A,2025-08-17,2767
WH-A,Printer,328.0,105,Supplier-Z,2025-07-25,2486
WH-E,Keyboard,472.0,221,Supplier-B,2026-06-10,3054
WH-E,Printer,182.0,100,Supplier-A,2025-01-28,2996
WH-A,Camera,43.0,157,Supplier-A,2026-04-07,1940
WH-A,Camera,327.0,148,Supplier-Y,2024-11-05,2652
WH-E,Laptop,29.0,197,Supplier-Z,2025-01-16,2439
WH-D,Keyboard,450.0,59,Supplier-Y,2026-06-10,2723
WH-E,Laptop,,170,Supplier-Z,2026-04-02,2398
WH-D,Keyboard,182.0,152,Supplier-Z,2025-07-10,1786
WH-E,Mouse,,126,Supplier-A,2026-03-19,1756
WH-D,Camera,451.0,208,Supplier-X,2025-02-15,3455
WH-A,Monitor,,76,Supplier-X,2026-01-31,1015
WH-D,Monitor,65.0,144,Supplier-Y,2026-05-08,2162
WH-E,Laptop,152.0,61,Supplier-X,2025-03-21,2662
WH-A,Keyboard,155.0,206,Supplier-X,2026-03-17,1270
WH-D,Keyboard,493.0,167,Supplier-Y,2024-09-28,2640
WH-B,Mouse,405.0,155,Supplier-Y,2025-06-29,2141
WH-D,Mobile,290.0,172,Supplier-B,2024-08-28,3158
WH-D,Keyboard,415.0,107,Supplier-Z,2024-10-18,2492
WH-C,Keyboard,200.0,112,Supplier-X,2026-02-06,1737
WH-B,Mobile,,53,Supplier-X,2024-12-23,1493
WH-B,Camera,116.0,137,Supplier-A,2026-04-30,2404
WH-E,Mouse,382.0,89,Supplier-Z,2025-12-08,2880
WH-E,Mobile,132.0,148,Supplier-Y,2026-01-14,2477
WH-E,Monitor,,158,Supplier-A,2025-12-06,2034
WH-C,Mobile,256.0,240,Supplier-Y,2025-05-05,2274
WH-B,Laptop,115.0,171,Supplier-A,2026-04-18,2533
WH-E,Camera,155.0,190,Supplier-Z,2026-03-17,2958
WH-C,Printer,97.0,160,Supplier-Y,2025-09-06,2301
WH-C,Laptop,159.0,62,Supplier-A,2025-04-11,2859
WH-D,Printer,170.0,95,Supplier-Y,2024-09-09,2764
WH-C,Camera,241.0,62,Supplier-B,2026-03-07,3303
WH-B,Mobile,,59,Supplier-Y,2025-05-03,1544
WH-C,Monitor,292.0,107,Supplier-X,2024-07-11,2443
WH-D,Printer,71.0,227,Supplier-A,2025-01-22,2500
WH-D,Monitor,422.0,213,Supplier-Y,2025-08-21,2963
WH-E,Keyboard,68.0,229,Supplier-X,2024-10-04,1722
WH-D,Keyboard,107.0,67,Supplier-Y,2025-06-19,1506
WH-B,Mouse,92.0,220,Supplier-A,2025-04-13,1318
WH-D,Mouse,110.0,69,Supplier-X,2025-12-05,1317
WH-A,Mouse,,113,Supplier-A,2026-02-02,841
WH-A,Laptop,310.0,124,Supplier-X,2025-12-05,2707
WH-B,Tablet,,127,Supplier-Y,2025-01-20,1761
WH-C,Camera,396.0,189,Supplier-A,2025-09-28,3469
WH-D,Keyboard,,140,Supplier-Z,2025-04-22,1354
WH-C,Camera,158.0,236,Supplier-X,2026-03-31,2651
WH-A,Tablet,458.0,86,Supplier-A,2025-11-08,2906
WH-D,Laptop,315.0,160,Supplier-Y,2026-07-01,3179
WH-B,Mobile,491.0,213,Supplier-Y,2025-04-15,2778
WH-C,Camera,109.0,223,Supplier-B,2024-09-23,2755
WH-C,Printer,233.0,120,Supplier-B,2025-12-07,2907
WH-B,Laptop,286.0,206,Supplier-B,2024-12-29,2870
WH-D,Camera,425.0,123,Supplier-B,2025-07-02,3781
WH-A,Camera,258.0,183,Supplier-Y,2024-07-20,2472
WH-E,Tablet,269.0,125,Supplier-Z,2025-10-25,2864
WH-D,Laptop,164.0,81,Supplier-Y,2026-05-18,2569
WH-D,Keyboard,240.0,50,Supplier-X,2025-09-10,1745
WH-C,Tablet,469.0,178,Supplier-Z,2025-03-12,3397
WH-E,Tablet,385.0,237,Supplier-X,2026-06-11,3105
WH-D,Mobile,,140,Supplier-Z,2025-10-17,1877
WH-D,Printer,,116,Supplier-A,2024-12-19,2304
WH-E,Keyboard,308.0,132,Supplier-Y,2025-11-16,2635
WH-E,Tablet,148.0,191,Supplier-Y,2024-08-19,2496
WH-C,Keyboard,172.0,210,Supplier-X,2025-11-06,1552
WH-E,Tablet,420.0,161,Supplier-A,2026-04-01,3459
WH-B,Camera,277.0,232,Supplier-Z,2025-06-26,2864
WH-D,Mouse,258.0,155,Supplier-A,2026-06-07,2210
WH-A,Laptop,65.0,207,Supplier-A,2025-12-27,1999
WH-B,Mouse,337.0,194,Supplier-Y,2025-02-20,2060
WH-C,Laptop,84.0,51,Supplier-A,2025-11-17,2538
WH-E,Camera,,216,Supplier-X,2025-05-14,2304
WH-C,Mobile,309.0,134,Supplier-Z,2024-09-29,2919
WH-A,Mobile,365.0,233,Supplier-B,2024-10-17,2472
WH-B,Tablet,399.0,84,Supplier-B,2024-08-05,2961
WH-B,Keyboard,388.0,51,Supplier-Z,2024-07-29,2376
WH-D,Monitor,,204,Supplier-X,2025-02-22,1900
WH-A,Mobile,124.0,56,Supplier-Y,2025-07-18,1848
WH-E,Camera,48.0,126,Supplier-A,2024-09-29,2901
WH-D,Tablet,450.0,116,Supplier-Y,2024-09-14,3520
WH-E,Camera,83.0,212,Supplier-B,2024-12-30,2910
WH-B,Tablet,107.0,229,Supplier-Y,2026-05-21,1950
WH-B,Camera,168.0,75,Supplier-A,2025-08-22,2755
WH-D,Mouse,220.0,77,Supplier-Z,2024-10-14,1997
WH-D,Printer,34.0,80,Supplier-Y,2025-04-28,2340
WH-D,Laptop,,216,Supplier-B,2025-06-18,2686
WH-E,Camera,484.0,85,Supplier-X,2025-04-15,3941
WH-D,Keyboard,101.0,178,Supplier-X,2025-12-03,1410
WH-C,Printer,52.0,88,Supplier-B,2026-01-29,2386
WH-E,Mouse,386.0,85,Supplier-A,2025-12-23,2700
WH-C,Printer,489.0,173,Supplier-X,2025-08-24,3309
WH-D,Tablet,382.0,248,Supplier-B,2025-05-22,3533
WH-E,Keyboard,377.0,198,Supplier-Y,2025-09-30,2609
WH-E,Printer,,237,Supplier-X,2026-01-28,2131
WH-B,Mobile,275.0,171,Supplier-X,2026-01-16,2140
WH-B,Monitor,480.0,236,Supplier-X,2024-10-29,2686
WH-D,Mobile,333.0,59,Supplier-X,2026-05-19,2982
WH-A,Camera,330.0,57,Supplier-Z,2025-05-19,2729
WH-C,Mobile,213.0,213,Supplier-A,2025-11-21,2582
WH-E,Monitor,149.0,223,Supplier-Y,2024-09-15,2343
WH-B,Monitor,242.0,99,Supplier-Y,2026-04-09,1920
WH-E,Laptop,,85,Supplier-X,2025-07-16,2152
WH-C,Printer,299.0,137,Supplier-B,2025-10-22,3041
WH-E,Camera,446.0,171,Supplier-Y,2025-05-13,3944
WH-C,Mouse,480.0,85,Supplier-B,2026-06-30,2950
WH-A,Camera,340.0,68,Supplier-A,2025-02-03,3061
WH-A,Tablet,172.0,177,Supplier-B,2024-07-26,2084
WH-A,Mouse,134.0,124,Supplier-X,2025-12-19,1126
WH-C,Printer,54.0,90,Supplier-Z,2025-04-14,2159
WH-A,Monitor,497.0,129,Supplier-B,2024-12-16,2945
WH-E,Laptop,377.0,199,Supplier-B,2025-06-10,3922
WH-C,Laptop,193.0,101,Supplier-X,2025-06-11,2500
WH-A,Tablet,300.0,134,Supplier-Y,2024-12-31,2437
WH-A,Monitor,57.0,194,Supplier-A,2026-04-26,1633
WH-A,Mouse,233.0,206,Supplier-X,2025-04-08,1040
WH-E,Camera,158.0,76,Supplier-Y,2024-09-16,2842
WH-D,Monitor,240.0,250,Supplier-Z,2025-12-15,2805
WH-B,Laptop,33.0,100,Supplier-X,2025-04-12,1922
WH-E,Printer,302.0,149,Supplier-X,2025-08-27,3348
WH-D,Tablet,379.0,85,Supplier-A,2026-06-01,3146
WH-D,Mobile,482.0,99,Supplier-B,2025-11-13,3571
WH-D,Laptop,,52,Supplier-Y,2025-04-05,2166
WH-D,Laptop,467.0,64,Supplier-X,2024-08-17,3390
WH-A,Tablet,112.0,130,Supplier-A,2025-05-06,1865
WH-E,Monitor,86.0,172,Supplier-Z,2025-01-31,2444
WH-A,Mobile,148.0,102,Supplier-X,2024-11-25,1647
WH-C,Monitor,385.0,143,Supplier-A,2024-10-03,3104
WH-E,Keyboard,289.0,131,Supplier-Y,2026-04-20,2524
WH-E,Mobile,197.0,230,Supplier-X,2026-04-02,2659
WH-D,Keyboard,124.0,183,Supplier-X,2025-06-19,1490
WH-C,Monitor,210.0,86,Supplier-X,2024-09-10,1898
WH-B,Camera,,58,Supplier-A,2025-11-27,2088
WH-C,Printer,443.0,65,Supplier-Z,2024-12-12,3321
WH-E,Printer,29.0,148,Supplier-A,2025-11-11,2664
WH-A,Monitor,214.0,160,Supplier-Y,2025-11-09,1864
WH-A,Keyboard,297.0,56,Supplier-X,2025-10-07,1602
WH-C,Keyboard,130.0,137,Supplier-B,2024-07-17,1961
WH-E,Printer,420.0,238,Supplier-A,2024-08-09,3995
WH-A,Mobile,218.0,223,Supplier-B,2026-03-04,2151
WH-E,Camera,313.0,246,Supplier-A,2025-03-17,3754
WH-C,Tablet,259.0,110,Supplier-A,2025-01-06,2594
WH-A,Keyboard,63.0,247,Supplier-Z,2024-10-06,1066
WH-C,Mouse,,120,Supplier-B,2026-03-04,1285
WH-C,Keyboard,26.0,195,Supplier-B,2025-09-12,1616
WH-C,Keyboard,247.0,162,Supplier-Y,2024-12-07,1645
WH-D,Laptop,265.0,192,Supplier-Z,2024-08-23,3056
WH-D,Laptop,,206,Supplier-B,2026-04-06,2632
WH-C,Mobile,112.0,120,Supplier-A,2026-02-15,2118
WH-D,Tablet,342.0,208,Supplier-Y,2025-09-04,3111
WH-A,Monitor,,225,Supplier-X,2024-12-08,1109
WH-D,Mouse,303.0,65,Supplier-X,2025-09-29,2174
WH-C,Keyboard,367.0,140,Supplier-X,2024-12-15,2177
WH-A,Monitor,,163,Supplier-Z,2026-03-24,1107
WH-E,Mobile,124.0,145,Supplier-Y,2026-05-07,2646
WH-D,Mobile,468.0,56,Supplier-A,2024-12-28,3421
WH-E,Mouse,228.0,145,Supplier-Z,2025-03-13,2224
WH-C,Laptop,,88,Supplier-Y,2026-02-22,2152
WH-A,Mobile,128.0,180,Supplier-B,2024-10-23,2100
WH-E,Mouse,213.0,58,Supplier-Y,2026-03-05,2175
WH-B,Printer,59.0,107,Supplier-X,2026-05-31,1916
WH-E,Printer,395.0,185,Supplier-B,2025-10-06,4043
WH-A,Camera,286.0,118,Supplier-B,2024-07-03,2807
WH-E,Keyboard,188.0,246,Supplier-Y,2025-02-01,2049
WH-B,Camera,403.0,227,Supplier-Z,2026-04-28,3182
WH-D,Printer,60.0,179,Supplier-Z,2024-10-21,2269
WH-C,Camera,137.0,157,Supplier-B,2024-10-09,2778
WH-E,Tablet,145.0,154,Supplier-B,2025-08-24,3030
WH-E,Tablet,153.0,137,Supplier-B,2025-01-11,2869
WH-A,Mobile,235.0,87,Supplier-A,2026-03-13,2249
WH-D,Monitor,468.0,92,Supplier-Y,2024-11-13,3015
WH-D,Keyboard,384.0,240,Supplier-B,2024-09-24,2603
WH-B,Laptop,32.0,68,Supplier-A,2025-11-26,2013
WH-E,Printer,201.0,228,Supplier-A,2026-05-04,3238
WH-B,Keyboard,192.0,136,Supplier-X,2024-07-21,1478
WH-E,Mobile,57.0,140,Supplier-X,2024-10-11,2150
WH-D,Camera,168.0,229,Supplier-A,2024-07-12,2922
WH-B,Mobile,,201,Supplier-Y,2025-04-05,1439
WH-D,Printer,244.0,234,Supplier-Z,2026-03-06,3083
WH-C,Mobile,172.0,62,Supplier-Y,2026-03-05,2254
WH-E,Printer,185.0,243,Supplier-Z,2025-01-01,2896
WH-B,Laptop,240.0,197,Supplier-Y,2025-10-01,2820
WH-E,Mouse,197.0,80,Supplier-X,2025-03-09,1838
WH-C,Camera,134.0,123,Supplier-A,2024-07-13,2684
WH-E,Mobile,361.0,74,Supplier-Y,2024-11-13,3038
WH-E,Tablet,326.0,188,Supplier-X,2025-01-23,3103
WH-B,Laptop,446.0,144,Supplier-A,2024-08-10,3292
WH-C,Printer,286.0,166,Supplier-A,2024-10-07,2959
WH-A,Mobile,475.0,117,Supplier-A,2026-01-28,2719
WH-B,Keyboard,201.0,240,Supplier-X,2025-05-23,1609
WH-B,Mobile,100.0,120,Supplier-Z,2025-08-13,1882
WH-E,Mobile,476.0,160,Supplier-Z,2024-09-27,3429
WH-E,Mouse,450.0,210,Supplier-Y,2026-01-31,2568
WH-A,Monitor,320.0,106,Supplier-Y,2024-08-19,2254
WH-B,Keyboard,97.0,97,Supplier-A,2025-07-05,1566
WH-D,Keyboard,121.0,72,Supplier-Y,2025-06-14,1727
WH-B,Laptop,54.0,206,Supplier-A,2026-02-25,2118
WH-B,Laptop,372.0,147,Supplier-A,2025-04-08,3289
WH-E,Monitor,267.0,96,Supplier-Z,2025-08-03,3100
WH-C,Monitor,362.0,211,Supplier-Z,2025-10-05,2736
WH-E,Mouse,266.0,106,Supplier-B,2024-09-23,2355
WH-C,Printer,186.0,158,Supplier-A,2025-06-17,2567
WH-B,Camera,358.0,228,Supplier-Z,2025-07-27,3127
WH-B,Camera,327.0,110,Supplier-A,2024-12-20,2945
WH-C,Keyboard,130.0,250,Supplier-B,2025-10-21,1799
WH-A,Mouse,365.0,150,Supplier-Z,2024-08-03,2009
WH-D,Printer,153.0,118,Supplier-A,2026-01-16,2857
WH-B,Mouse,177.0,106,Supplier-X,2026-03-01,1324
WH-B,Monitor,334.0,83,Supplier-X,2026-06-06,2361
WH-E,Laptop,430.0,249,Supplier-X,2026-05-05,3800
WH-C,Mouse,52.0,182,Supplier-B,2025-11-24,1363
WH-C,Monitor,449.0,233,Supplier-Y,2025-08-10,2814
WH-C,Tablet,189.0,191,Supplier-Z,2025-02-20,2592
WH-B,Laptop,,184,Supplier-X,2025-06-21,1602
WH-E,Printer,41.0,127,Supplier-A,2025-11-12,2485
WH-B,Monitor,159.0,250,Supplier-X,2024-07-25,1720
WH-D,Tablet,,68,Supplier-Z,2024-08-17,2108
WH-D,Laptop,400.0,204,Supplier-X,2025-07-08,3227
WH-A,Printer,445.0,129,Supplier-Y,2026-04-20,3086
WH-C,Printer,,120,Supplier-B,2025-05-08,2284
WH-B,Mobile,355.0,146,Supplier-Z,2025-05-28,2564
WH-D,Mobile,228.0,173,Supplier-Y,2025-12-15,2479
WH-E,Monitor,28.0,236,Supplier-A,2024-09-22,2235
WH-C,Mobile,134.0,56,Supplier-A,2025-07-16,2255
WH-B,Camera,264.0,214,Supplier-Z,2026-01-05,2801
WH-C,Tablet,68.0,103,Supplier-X,2026-06-07,2096
WH-D,Monitor,92.0,171,Supplier-X,2025-06-10,1993
WH-E,Monitor,412.0,155,Supplier-X,2024-08-27,3045
WH-C,Tablet,184.0,203,Supplier-X,2026-05-30,2210
WH-A,Keyboard,406.0,175,Supplier-Y,2024-09-01,1997
WH-D,Mouse,184.0,173,Supplier-Y,2025-03-08,1815
WH-E,Mobile,237.0,146,Supplier-X,2025-10-16,2526
WH-A,Tablet,403.0,100,Supplier-B,2024-10-24,2883
WH-A,Laptop,273.0,184,Supplier-A,2024-08-21,2718
WH-B,Printer,24.0,161,Supplier-A,2024-10-07,1972
WH-C,Mouse,475.0,216,Supplier-B,2025-01-30,2609
WH-B,Keyboard,370.0,207,Supplier-B,2025-10-28,2475
WH-C,Keyboard,256.0,134,Supplier-A,2025-11-04,2250
WH-B,Tablet,386.0,52,Supplier-B,2025-09-28,2970
WH-D,Tablet,,51,Supplier-Y,2025-08-30,1909
WH-B,Monitor,295.0,74,Supplier-X,2026-01-05,1966
